id,genres,popularity,budget,original_language,revenue,runtime,original_title,rating
27,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",18.847707,1000000.0,en,1574623.0,66.0,9 Songs,3.424864864864865
28,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",13.5963,31500000.0,en,89460381.0,153.0,Apocalypse Now,4.039876397881106
33,"[{'id': 37, 'name': 'Western'}]",10.942149,14000000.0,en,159157447.0,131.0,Unforgiven,3.0555555555555554
35,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",14.302911,75000000.0,en,527068851.0,87.0,The Simpsons Movie,3.5015964240102173
38,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12.906327,20000000.0,en,72258126.0,108.0,Eternal Sunshine of the Spotless Mind,2.8874269005847952
55,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.958138,2000000.0,es,20908467.0,154.0,Amores perros,3.225922131147541
58,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",29.455314,200000000.0,en,1065659812.0,151.0,Pirates of the Caribbean: Dead Man's Chest,3.965010863864539
59,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11.119707,32000000.0,en,60740827.0,96.0,A History of Violence,3.600985221674877
62,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",22.494622,10500000.0,en,68700000.0,149.0,2001: A Space Odyssey,3.750324282255275
63,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",12.297305,29500000.0,en,168840000.0,129.0,Twelve Monkeys,3.114120283899888
64,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.648278,9285469.0,es,51001550.0,112.0,Hable con ella,2.8375228519195614
65,"[{'id': 18, 'name': 'Drama'}]",8.374355,41000000.0,en,215000000.0,110.0,8 Mile,2.4033402561439945
66,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.66124,50000000.0,en,50068310.0,121.0,Absolute Power,2.159487776484284
69,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",11.476443,28000000.0,en,186438883.0,136.0,Walk the Line,3.5509585289514867
70,"[{'id': 18, 'name': 'Drama'}]",14.471373,30000000.0,en,216763646.0,132.0,Million Dollar Baby,3.3079605263157896
71,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",12.158424,5000000.0,en,110000000.0,110.0,Billy Elliot,2.354518736223365
73,"[{'id': 18, 'name': 'Drama'}]",18.157166,20000000.0,en,23875127.0,119.0,American History X,3.794658493870403
74,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",19.929377,132000000.0,en,591739379.0,116.0,War of the Worlds,3.2990041928721174
75,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",15.63424,70000000.0,en,101371017.0,106.0,Mars Attacks!,2.459731543624161
76,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11.304979,2500000.0,en,5535405.0,105.0,Before Sunrise,3.016246953696182
77,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15.450789,9000000.0,en,39723096.0,113.0,Memento,3.4383259911894273
78,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",96.272374,28000000.0,en,33139618.0,117.0,Blade Runner,3.1737089201877935
79,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",9.861765,31000000.0,zh,177394432.0,99.0,英雄,3.1614385297845375
80,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.048957,2700000.0,en,15992615.0,80.0,Before Sunset,3.7249163879598663
81,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",11.267366,1000000.0,ja,3301446.0,117.0,風の谷のナウシカ,3.2703649635036496
82,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",11.72545,135000000.0,en,163794509.0,134.0,Miami Vice,4.010845588235294
83,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10.652818,130000.0,en,54667954.0,79.0,Open Water,3.6491085899513775
85,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",19.901576,18000000.0,en,389925971.0,115.0,Raiders of the Lost Ark,3.538339222614841
87,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",15.802306,28000000.0,en,333000000.0,118.0,Indiana Jones and the Temple of Doom,2.4075937785910337
88,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",14.044122,6000000.0,en,213954274.0,100.0,Dirty Dancing,3.125899897154611
89,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",14.788987,48000000.0,en,474171806.0,127.0,Indiana Jones and the Last Crusade,3.1365479293368086
90,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",8.503483,15000000.0,en,316360478.0,105.0,Beverly Hills Cop,3.34
95,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",13.235112,140000000.0,en,553799566.0,151.0,Armageddon,3.1123652554288395
96,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",9.200336,20000000.0,en,299965036.0,100.0,Beverly Hills Cop II,3.6888454011741683
97,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",16.574021,17000000.0,en,33000000.0,96.0,Tron,3.984981684981685
98,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",23.186667,103000000.0,en,457640427.0,155.0,Gladiator,2.6277777777777778
99,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10.000915,8272296.0,es,67872296.0,101.0,Todo sobre mi madre,3.1183006535947713
100,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4.60786,1350000.0,en,3897569.0,105.0,"Lock, Stock and Two Smoking Barrels",3.232303877366997
101,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20.477329,16000000.0,fr,45284974.0,110.0,Léon,3.7760838000414854
103,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14.092713,1300000.0,en,28262574.0,114.0,Taxi Driver,3.2730290456431534
104,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.765379,1530000.0,de,7267585.0,81.0,Lola rennt,3.396511627906977
105,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",25.778509,19000000.0,en,381109762.0,116.0,Back to the Future,3.3279824718297264
106,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",18.495694,18000000.0,en,98235548.0,107.0,Predator,3.402877697841727
107,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",14.014025,10000000.0,en,83557872.0,103.0,Snatch,3.1958545364279507
111,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11.299673,25000000.0,en,65884703.0,170.0,Scarface,4.0893090376222485
114,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",13.348451,14000000.0,en,463000000.0,119.0,Pretty Woman,3.622047244094488
115,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",15.952524,15000000.0,en,46189568.0,117.0,The Big Lebowski,3.38
116,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",9.020372,15000000.0,en,85306374.0,124.0,Match Point,3.9205967276227143
117,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",11.062203,25000000.0,en,76270454.0,119.0,The Untouchables,3.5903890160183067
118,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",22.038405,150000000.0,en,474968763.0,115.0,Charlie and the Chocolate Factory,3.008510638297872
120,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",32.070725,93000000.0,en,871368364.0,178.0,The Lord of the Rings: The Fellowship of the Ring,2.8825301204819276
121,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",29.423537,79000000.0,en,926287400.0,179.0,The Lord of the Rings: The Two Towers,3.738927738927739
122,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",29.324358,94000000.0,en,1118888979.0,201.0,The Lord of the Rings: The Return of the King,2.8624662907575384
123,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",7.914795,4000000.0,en,30471420.0,132.0,The Lord of the Rings,3.9857716161984675
128,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",17.166725,26500000.0,ja,159375308.0,134.0,もののけ姫,3.475
129,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",41.048867,15000000.0,ja,274925095.0,125.0,千と千尋の神隠し,3.17
134,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",12.434175,26000000.0,en,71868327.0,106.0,"O Brother, Where Art Thou?",3.635135135135135
137,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",12.989627,14600000.0,en,70906973.0,101.0,Groundhog Day,3.3016528925619837
138,"[{'id': 27, 'name': 'Horror'}]",7.503126,355000.0,en,1012189.0,72.0,Dracula,3.2804054054054053
140,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",7.66414,5000000.0,es,40266982.0,106.0,La mala educación,3.3099591691816084
141,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",18.303148,6000000.0,en,1270522.0,113.0,Donnie Darko,3.5228261714196907
142,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11.787044,14000000.0,en,178043761.0,134.0,Brokeback Mountain,3.058139534883721
144,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",6.357321,2500000.0,de,3200000.0,128.0,Der Himmel über Berlin,3.4658871486805407
146,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",19.944953,17000000.0,zh,213525736.0,120.0,卧虎藏龙,2.8983870967741936
149,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",10.888917,8000000.0,ja,553171.0,124.0,アキラ,3.688380281690141
150,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",15.297121,12000000.0,en,78868508.0,96.0,48 Hrs.,3.884030583809391
152,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",8.277765,35000000.0,en,139000000.0,132.0,Star Trek: The Motion Picture,3.0959885386819486
153,"[{'id': 18, 'name': 'Drama'}]",11.609441,4000000.0,en,119723856.0,102.0,Lost in Translation,2.906473407180454
154,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7.160236,12000000.0,en,96800000.0,113.0,Star Trek II: The Wrath of Khan,3.795300982800983
155,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",123.167259,185000000.0,en,1004558444.0,152.0,The Dark Knight,3.3953752843062928
157,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.197298,18000000.0,en,87000000.0,105.0,Star Trek III: The Search for Spock,2.7914691943127963
161,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12.114932,85000000.0,en,450717150.0,116.0,Ocean's Eleven,3.745898805178839
162,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17.612244,20000000.0,en,53000000.0,105.0,Edward Scissorhands,3.9874383477188657
163,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11.869347,110000000.0,en,362744280.0,125.0,Ocean's Twelve,3.4321167449325327
164,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10.879289,2500000.0,en,9500000.0,110.0,Breakfast at Tiffany's,3.460884724340815
165,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",13.689855,40000000.0,en,332000000.0,108.0,Back to the Future Part II,3.5035240874468294
167,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",12.400152,48000000.0,en,50315140.0,120.0,K-PAX,3.1904761904761907
168,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",12.596956,24000000.0,en,133000000.0,119.0,Star Trek IV: The Voyage Home,3.063799309483582
169,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",11.736241,35000000.0,en,57120318.0,108.0,Predator 2,2.2960526315789473
170,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",17.656951,5000000.0,en,82719885.0,113.0,28 Days Later,3.216995126086035
172,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",12.308007,30000000.0,en,70200000.0,107.0,Star Trek V: The Final Frontier,2.7472150213690183
173,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",8.722406,5000000.0,en,28200000.0,127.0,"20,000 Leagues Under the Sea",2.5347226351150485
174,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.90057,27000000.0,en,96900000.0,113.0,Star Trek VI: The Undiscovered Country,2.4516711833785005
176,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",23.508433,1200000.0,en,103911669.0,103.0,Saw,3.8479056527043514
177,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11.184385,24000000.0,en,41895491.0,137.0,The Fisher King,2.8904881101376723
179,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",12.047671,80000000.0,en,162944923.0,128.0,The Interpreter,2.7450748620961387
180,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",20.666063,102000000.0,en,358372926.0,145.0,Minority Report,3.574297399328859
182,"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",5.290831,32000000.0,en,5914908.0,108.0,The Good German,3.0844972067039107
183,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",5.763954,6000000.0,en,14278900.0,100.0,The Wizard,3.354559748427673
184,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",16.415498,12000000.0,en,39673162.0,154.0,Jackie Brown,3.1028985507246376
185,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",17.112594,2200000.0,en,26589000.0,136.0,A Clockwork Orange,3.119938985348951
186,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",11.15092,27000000.0,en,56308881.0,110.0,Lucky Number Slevin,2.870971472629144
187,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",15.010525,40000000.0,en,158733820.0,124.0,Sin City,3.448170731707317
189,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",20.623642,65000000.0,en,39407616.0,102.0,Sin City: A Dame to Kill For,3.007288629737609
192,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",11.469751,20000000.0,en,77200000.0,130.0,The Name of the Rose,3.0232558139534884
193,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",8.105708,38000000.0,en,120000000.0,118.0,Star Trek: Generations,2.245992952142776
194,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12.879381,10000000.0,fr,173921954.0,122.0,Le fabuleux destin d'Amélie Poulain,3.842241379310345
196,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",13.043999,40000000.0,en,244527583.0,118.0,Back to the Future Part III,2.8297149267520125
197,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",20.755149,72000000.0,en,210000000.0,177.0,Braveheart,3.075221238938053
199,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",8.808497,46000000.0,en,150000000.0,111.0,Star Trek: First Contact,3.7730042656916516
200,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",9.538877,70000000.0,en,118000000.0,103.0,Star Trek: Insurrection,2.84180790960452
201,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",11.367801,60000000.0,en,67312826.0,117.0,Star Trek: Nemesis,3.0376623376623377
203,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",8.212399,500000.0,en,3000000.0,110.0,Mean Streets,3.1589996654399464
205,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10.262332,17500000.0,en,38000000.0,121.0,Hotel Rwanda,3.5068840579710145
207,"[{'id': 18, 'name': 'Drama'}]",19.905716,16400000.0,en,235860116.0,129.0,Dead Poets Society,3.372237106496986
213,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12.410427,4000000.0,en,13275000.0,136.0,North by Northwest,4.030478589420655
214,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",14.938035,10000000.0,en,163876815.0,108.0,Saw III,4.043607532210109
215,"[{'id': 27, 'name': 'Horror'}]",15.399863,4000000.0,en,152925093.0,92.0,Saw II,3.8925692510625822
217,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",12.577266,185000000.0,en,786636033.0,122.0,Indiana Jones and the Kingdom of the Crystal Skull,2.731707317073171
218,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",19.293562,6400000.0,en,78371200.0,108.0,The Terminator,3.2856009070294783
219,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.302926,12899867.0,es,85582407.0,121.0,Volver,3.608695652173913
220,"[{'id': 18, 'name': 'Drama'}]",6.42883,1.0,en,5.0,115.0,East of Eden,2.407166123778502
223,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",8.590813,1288000.0,en,6000000.0,130.0,Rebecca,3.856592859331903
226,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.536006,2000000.0,en,11540607.0,118.0,Boys Don't Cry,2.6875
227,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.435926,10000000.0,en,33697647.0,91.0,The Outsiders,3.0669921063564605
231,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.768575,50000000.0,en,94000000.0,128.0,Syriana,2.95447672534831
232,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8.20519,10000000.0,en,2494480.0,94.0,Rumble Fish,4.022800552740673
235,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",15.206957,8000000.0,en,52287414.0,89.0,Stand by Me,3.658548396285535
236,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.254847,3000000.0,en,15119639.0,106.0,Muriel's Wedding,3.3056314119123185
237,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",5.235419,6400000.0,en,2500000.0,93.0,Young Adam,3.2194543297746145
238,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",41.109264,6000000.0,en,245066411.0,175.0,The Godfather,3.1641961231470925
239,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11.845107,2883848.0,en,25000000.0,122.0,Some Like It Hot,3.091131734983243
240,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",36.629307,13000000.0,en,47542841.0,200.0,The Godfather: Part II,2.9040462427745664
241,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",11.226856,34000000.0,en,50282766.0,119.0,Natural Born Killers,3.0192629815745393
242,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17.185349,54000000.0,en,136766062.0,162.0,The Godfather: Part III,3.3906666666666667
